gene_standard_name,gene_name,gene_primary_dbid,cross_ref_id,homolog_standard_name,homolog_systematic_name,homolog_name,disease_identifier,disease_name,data_source,homolog_algorithm,homolog_algorithm_matches,homolog_algorithm_attempts
SGK3,"serum/glucocorticoid regulated kinase family, member 3",23678,607591,SCH9,YHR205W,,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder,3,9
SGK3,"serum/glucocorticoid regulated kinase family, member 3",23678,607591,YPK1,YKL126W,Yeast Protein Kinase,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|SonicParanoid,5,9
SGK3,"serum/glucocorticoid regulated kinase family, member 3",23678,607591,YPK2,YMR104C,Yeast Protein Kinase,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid|OrthoFinder,4,9
SGPP1,sphingosine-1-phosphate phosphatase 1,81537,612826,LCB3,YJL134W,Long-Chain Base,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SGPP1,sphingosine-1-phosphate phosphatase 1,81537,612826,YSR3,YKR053C,Yeast Sphingolipid Resistance,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,7,9
SHPRH,"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase",257218,608048,IRC20,YLR247C,Increased Recombination Centers,,,DiOPT,Hieranoid|Ensembl Compara|OrthoFinder,3,9
SIRT1,sirtuin 1,23411,604479,HST1,YOL068C,Homolog of SIR Two (SIR2),,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|SonicParanoid|Ensembl Compara,6,9
SIRT1,sirtuin 1,23411,604479,SIR2,YDL042C,Silent Information Regulator,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|SonicParanoid|Ensembl Compara,6,9
SKP1,S-phase kinase-associated protein 1,6500,601434,SKP1,YDR328C,Suppressor of Kinetochore Protein mutant,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",4891,600523,SMF1,YOL122C,Suppressor of Mitochondria import Function,206100,"ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1; AHMIO1",DiOPT,OrthoInspector|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,5,9
SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",4891,600523,SMF2,YHR050W,Suppressor of Mitochondria import Function,206100,"ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1; AHMIO1",DiOPT,OrthoInspector|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,5,9
SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",4891,600523,SMF3,YLR034C,,206100,"ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1; AHMIO1",DiOPT,OrthoInspector|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,5,9
SLC13A4,"solute carrier family 13 (sodium/sulfate symporter), member 4",26266,604309,PHO87,YCR037C,PHOsphate metabolism,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|Hieranoid|Ensembl Compara,5,9
SLC13A4,"solute carrier family 13 (sodium/sulfate symporter), member 4",26266,604309,PHO90,YJL198W,PHOsphate metabolism,,,DiOPT,InParanoid|Hieranoid|OrthoInspector|Ensembl Compara,4,9
SLC13A4,"solute carrier family 13 (sodium/sulfate symporter), member 4",26266,604309,PHO91,YNR013C,PHOsphate metabolism,,,DiOPT,InParanoid|OrthoInspector|Ensembl Compara|Hieranoid,4,9
SLC13A5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",284111,608305,PHO87,YCR037C,PHOsphate metabolism,615905,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25; EIEE25",DiOPT,InParanoid|OrthoInspector|Ensembl Compara|Hieranoid,4,9
SLC13A5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",284111,608305,PHO90,YJL198W,PHOsphate metabolism,615905,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25; EIEE25",DiOPT,InParanoid|Hieranoid|OrthoInspector|Ensembl Compara,4,9
SLC13A5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",284111,608305,PHO91,YNR013C,PHOsphate metabolism,615905,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25; EIEE25",DiOPT,InParanoid|Hieranoid|OrthoInspector|Ensembl Compara,4,9
SLC15A3,"solute carrier family 15 (oligopeptide transporter), member 3",51296,610408,PTR2,YKR093W,Peptide TRansport,,,DiOPT,Ensembl Compara|OMA|PANTHER|OrthoFinder,4,9
SLC16A10,"solute carrier family 16 (aromatic amino acid transporter), member 10",117247,607550,MCH4,YOL119C,MonoCarboxylate transporter Homolog,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
SLC16A10,"solute carrier family 16 (aromatic amino acid transporter), member 10",117247,607550,MCH5,YOR306C,MonoCarboxylate transporter Homolog,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
SLC16A11,"solute carrier family 16, member 11",162515,615765,ESBP6,YNL125C,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,7,9
SLC16A4,"solute carrier family 16, member 4",9122,603878,ESBP6,YNL125C,,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,6,9
SLC16A4,"solute carrier family 16, member 4",9122,603878,MCH4,YOL119C,MonoCarboxylate transporter Homolog,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara,6,9
SLC16A4,"solute carrier family 16, member 4",9122,603878,MCH5,YOR306C,MonoCarboxylate transporter Homolog,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara,6,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,DAL5,YJR152W,Degradation of Allantoin,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,DAL5,YJR152W,Degradation of Allantoin,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,FEN2,YCR028C,FENpropimorph resistance,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,FEN2,YCR028C,FENpropimorph resistance,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,SEO1,YAL067C,Suppressor of sulfoxyde EthiOnine resistance,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,SEO1,YAL067C,Suppressor of sulfoxyde EthiOnine resistance,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,SOA1,YIL166C,SulfOnAte transport,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,SOA1,YIL166C,SulfOnAte transport,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,THI73,YLR004C,THIamine regulon,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,THI73,YLR004C,THIamine regulon,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,TNA1,YGR260W,Transporter of Nicotinic Acid,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,TNA1,YGR260W,Transporter of Nicotinic Acid,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,VHT1,YGR065C,Vitamin H Transporter,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,VHT1,YGR065C,Vitamin H Transporter,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,YCT1,YLL055W,Yeast Cysteine Transporter,269920,INFANTILE SIALIC ACID STORAGE DISEASE; ISSD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",26503,604322,YCT1,YLL055W,Yeast Cysteine Transporter,604369,SALLA DISEASE; SD,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC20A2,"solute carrier family 20 (phosphate transporter), member 2",6575,158378,PHO89,YBR296C,PHOsphate metabolism,213600,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1; IBGC1",DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
SLC22A10,"solute carrier family 22, member 10",387775,607580,GIT1,YCR098C,GlycerophosphoInosiTol,,,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC22A4,"solute carrier family 22 (organic cation/zwitterion transporter), member 4",6583,604190,GIT1,YCR098C,GlycerophosphoInosiTol,180300,RHEUMATOID ARTHRITIS; RA,DiOPT,Hieranoid|Ensembl Compara,2,9
SLC25A2,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2,83884,608157,ORT1,YOR130C,ORnithine Transporter,,,DiOPT,PANTHER|InParanoid|OMA|SonicParanoid|Ensembl Compara,5,9
SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",788,613698,CRC1,YOR100C,CaRnitine Carrier,212138,CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY; CACTD,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
SLC25A21,"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21",89874,607571,ODC1,YPL134C,OxoDicarboxylate Carrier,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
SLC25A21,"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21",89874,607571,ODC2,YOR222W,OxoDicarboxylate Carrier,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
SLC25A24,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24",29957,608744,SAL1,YNL083W,Suppressor of Aac2 Lethality,,,DiOPT,Hieranoid|PhylomeDB|PANTHER|OrthoFinder,4,9
SLC25A3,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",5250,600370,MIR1,YJR077C,Mitochondrial Import Receptor,610773,MITOCHONDRIAL PHOSPHATE CARRIER DEFICIENCY,DiOPT,Hieranoid|Ensembl Compara|OrthoFinder,3,9
SLC25A3,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",5250,600370,PIC2,YER053C,PI Carrier,610773,MITOCHONDRIAL PHOSPHATE CARRIER DEFICIENCY,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
SLC25A33,"solute carrier family 25 (pyrimidine nucleotide carrier), member 33",84275,610816,RIM2,YBR192W,Replication In Mitochondria,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SLC25A37,"solute carrier family 25 (mitochondrial iron transporter), member 37",51312,610387,MRS3,YJL133W,Mitochondrial RNA Splicing,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SLC25A37,"solute carrier family 25 (mitochondrial iron transporter), member 37",51312,610387,MRS4,YKR052C,Mitochondrial RNA Splicing,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SLC25A43,"solute carrier family 25, member 43",203427,300641,UGO1,YDR470C,UGO (Japanese for fusion),,,DiOPT,Ensembl Compara|PANTHER,2,9
SLC25A45,"solute carrier family 25, member 45",283130,610825,YMC1,YPR058W,Yeast Mitochondrial Carrier,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC25A45,"solute carrier family 25, member 45",283130,610825,YMC2,YBR104W,Yeast Mitochondrial Carrier,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC26A2,"solute carrier family 26 (anion exchanger), member 2",1836,606718,,YPR003C,,222600,DIASTROPHIC DYSPLASIA; DTD,DiOPT,Hieranoid|OMA|SonicParanoid|PANTHER,4,9
SLC26A2,"solute carrier family 26 (anion exchanger), member 2",1836,606718,,YPR003C,,256050,"ATELOSTEOGENESIS, TYPE II; AO2",DiOPT,Hieranoid|OMA|SonicParanoid|PANTHER,4,9
SLC26A2,"solute carrier family 26 (anion exchanger), member 2",1836,606718,,YPR003C,,226900,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 4; EDM4",DiOPT,Hieranoid|OMA|SonicParanoid|PANTHER,4,9
SLC26A2,"solute carrier family 26 (anion exchanger), member 2",1836,606718,,YPR003C,,600972,"ACHONDROGENESIS, TYPE IB; ACG1B",DiOPT,Hieranoid|OMA|SonicParanoid|PANTHER,4,9
SLC27A1,"solute carrier family 27 (fatty acid transporter), member 1",376497,600691,FAT1,YBR041W,FATty acid transporter,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
SLC27A4,"solute carrier family 27 (fatty acid transporter), member 4",10999,604194,FAT1,YBR041W,FATty acid transporter,608649,ICHTHYOSIS PREMATURITY SYNDROME; IPS,DiOPT,OrthoInspector|PhylomeDB|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
SLC27A5,"solute carrier family 27 (fatty acid transporter), member 5",10998,603314,FAT1,YBR041W,FATty acid transporter,,,DiOPT,OrthoInspector|PhylomeDB|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
SLC30A7,"solute carrier family 30 (zinc transporter), member 7",148867,611149,MSC2,YDR205W,Meiotic Sister-Chromatid recombination,,,DiOPT,PANTHER|Ensembl Compara|OrthoFinder,3,9
SLC35B1,"solute carrier family 35, member B1",10237,610790,HUT1,YPL244C,Homolog of UDP-galactose Transporter,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,7,9
SLC35B2,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2",347734,610788,HUT1,YPL244C,Homolog of UDP-galactose Transporter,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid|OrthoFinder,4,9
SLC36A3,"solute carrier family 36, member 3",285641,608332,AVT3,YKL146W,Amino acid Vacuolar Transport,,,DiOPT,OrthoInspector|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,5,9
SLC36A3,"solute carrier family 36, member 3",285641,608332,AVT4,YNL101W,Amino acid Vacuolar Transport,,,DiOPT,OrthoInspector|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,5,9
SLC38A11,"solute carrier family 38, member 11",151258,616526,AVT2,YEL064C,Amino acid Vacuolar Transport,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SLC39A7,"solute carrier family 39 (zinc transporter), member 7",7922,601416,YKE4,YIL023C,Yeast ortholog of mouse KE4,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,6,9
SLC47A1,"solute carrier family 47 (multidrug and toxin extrusion), member 1",55244,609832,ERC1,YHR032W,Ethionine Resistance Conferring,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SLC47A2,"solute carrier family 47 (multidrug and toxin extrusion), member 2",146802,609833,ERC1,YHR032W,Ethionine Resistance Conferring,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SLC47A2,"solute carrier family 47 (multidrug and toxin extrusion), member 2",146802,609833,,YDR338C,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
SLC5A5,"solute carrier family 5 (sodium/iodide cotransporter), member 5",6528,601843,DUR3,YHL016C,Degradation of URea,274400,THYROID DYSHORMONOGENESIS 1; TDH1,DiOPT,InParanoid|OMA|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,AGP1,YCL025C,high-Affinity Glutamine Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|OrthoInspector|SonicParanoid|Ensembl Compara,4,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,AGP2,YBR132C,high-Affinity Glutamine Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,AGP3,YFL055W,high-Affinity Glutamine Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,ALP1,YNL270C,,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,BAP3,YDR046C,Branched-chain Amino acid Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,CAN1,YEL063C,CANavanine resistance,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,DIP5,YPL265W,DIcarboxylic amino acid Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,GAP1,YKR039W,General Amino acid Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,GNP1,YDR508C,GlutamiNe Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|PhylomeDB|SonicParanoid|Ensembl Compara,4,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,MMP1,YLL061W,S-MethylMethionine Permease,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,PUT4,YOR348C,Proline UTilization,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A14,"solute carrier family 7, member 14",57709,615720,SAM3,YPL274W,S-AdenosylMethionine metabolism,615725,RETINITIS PIGMENTOSA 68; RP68,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,AGP1,YCL025C,high-Affinity Glutamine Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,AGP2,YBR132C,high-Affinity Glutamine Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,AGP3,YFL055W,high-Affinity Glutamine Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,ALP1,YNL270C,,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,BAP3,YDR046C,Branched-chain Amino acid Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,CAN1,YEL063C,CANavanine resistance,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,DIP5,YPL265W,DIcarboxylic amino acid Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,GAP1,YKR039W,General Amino acid Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,GNP1,YDR508C,GlutamiNe Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,MMP1,YLL061W,S-MethylMethionine Permease,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,PUT4,YOR348C,Proline UTilization,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,601872,SAM3,YPL274W,S-AdenosylMethionine metabolism,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
SLC9A6,"solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6",10479,300231,NHX1,YDR456W,Na+/H+ eXchanger,300243,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE; MRXSCH",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
SLC9A7,"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7",84679,300368,NHX1,YDR456W,Na+/H+ eXchanger,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,7,9
SMAP1,small ArfGAP 1,60682,611372,AGE2,YIL044C,ArfGAP Effector,,,DiOPT,OrthoInspector|PANTHER|InParanoid|SonicParanoid|Ensembl Compara,5,9
SMAP1,small ArfGAP 1,60682,611372,GTS1,YGL181W,Glycine Threonine Serine repeat protein,,,DiOPT,Hieranoid|PANTHER|Ensembl Compara,3,9
SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",6595,600014,SNF2,YOR290C,Sucrose NonFermenting,601358,NICOLAIDES-BARAITSER SYNDROME; NCBRS,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,7,9
SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",6595,600014,STH1,YIL126W,SNF Two Homolog,601358,NICOLAIDES-BARAITSER SYNDROME; NCBRS,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
SMC2,structural maintenance of chromosomes 2,10592,605576,SMC2,YFR031C,Structural Maintenance of Chromosomes,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SMYD2,SET and MYND domain containing 2,56950,610663,SET6,YPL165C,SET domain-containing,,,DiOPT,OrthoInspector|PANTHER|SonicParanoid|Ensembl Compara,4,9
SNAPC4,"small nuclear RNA activating complex, polypeptide 4, 190kDa",6621,602777,BAS1,YKR099W,BASal,,,DiOPT,OrthoInspector|Ensembl Compara,2,9
SNRNP70,"small nuclear ribonucleoprotein, U1 70kDa subunit",6625,180740,SNP1,YIL061C,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
SNRPD1,small nuclear ribonucleoprotein D1 polypeptide 16kDa,6632,601063,SMD1,YGR074W,snRNA Sm binding site protein D1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,7,9
SNRPD2,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,6633,601061,SMD2,YLR275W,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SNX12,sorting nexin 12,29934,300883,SNX3,YOR357C,Sorting NeXin,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
SNX3,sorting nexin 3,8724,605930,SNX3,YOR357C,Sorting NeXin,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
SNX7,sorting nexin 7,51375,614904,SNX4,YJL036W,Sorting NeXin,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA,5,9
SORD,sorbitol dehydrogenase,6652,182500,SOR1,YJR159W,,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
SORD,sorbitol dehydrogenase,6652,182500,SOR2,YDL246C,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
SORD,sorbitol dehydrogenase,6652,182500,XYL2,YLR070C,,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
SOS1,son of sevenless homolog 1 (Drosophila),6654,182530,CDC25,YLR310C,Cell Division Cycle,610733,NOONAN SYNDROME 4; NS4,DiOPT,Ensembl Compara|OrthoInspector|SonicParanoid|PANTHER,4,9
SOS1,son of sevenless homolog 1 (Drosophila),6654,182530,CDC25,YLR310C,Cell Division Cycle,135300,"FIBROMATOSIS, GINGIVAL, 1; GINGF1",DiOPT,Ensembl Compara|OrthoInspector|SonicParanoid|PANTHER,4,9
